,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Year,Month,Day,Day_Of_Week,Week_Of_Year,CPA,CPC,CPL,RPC,Sales_ROI,CTR,CTR%,CVR,CVR%,LCR,LCR%,Profit,Profit%
421,Data Analytics Course,149.0,5205.0,218.42,20.0,4.0,0.03,1070.0,2024-11-28,Hyderabad,Mobile,Online Data Analytic,2024,11,28,Thursday,48,54.6,1.47,10.92,267.5,4.9,0.03,2.86,0.03,2.68,0.2,20.0,3.9,389.88
422,Data Analytics Course,81.0,3497.0,226.66,11.0,6.0,0.07,1047.0,2024-11-19,Hyderabad,Mobile,Data Analytics Online,2024,11,19,Tuesday,47,37.78,2.8,20.61,174.5,4.62,0.02,2.32,0.07,7.41,0.55,55.0,3.62,361.93
423,Data Analytics Course,153.0,4057.0,197.54,23.0,5.0,0.03,1926.0,2024-11-22,Hyderabad,Tablet,Data Analytics Online,2024,11,22,Friday,47,39.51,1.29,8.59,385.2,9.75,0.04,3.77,0.03,3.27,0.22,22.0,8.75,874.99
424,Data Analytics Course,127.0,5018.0,194.25,17.0,8.0,0.06,1350.0,2024-11-21,Hyderabad,Mobile,Data Analytics Online,2024,11,21,Thursday,47,24.28,1.53,11.43,168.75,6.95,0.03,2.53,0.06,6.3,0.47,47.0,5.95,594.98
425,Data Analytics Course,99.0,4012.0,220.76,14.0,4.0,0.04,1698.0,2024-12-11,Hyderabad,Tablet,Data Analytics Training,2024,12,11,Wednesday,50,55.19,2.23,15.77,424.5,7.69,0.02,2.47,0.04,4.04,0.29,29.0,6.69,669.16
426,Data Analytics Course,104.0,3013.0,204.07,12.0,3.0,0.03,1016.0,2024-11-20,Hyderabad,Mobile,Learn Data Analytics,2024,11,20,Wednesday,47,68.02,1.96,17.01,338.67,4.98,0.03,3.45,0.03,2.88,0.25,25.0,3.98,397.87
427,Data Analytics Course,118.0,3824.0,184.8,16.0,5.0,0.04,1818.0,2024-11-19,Hyderabad,Desktop,Learn Data Analytics,2024,11,19,Tuesday,47,36.96,1.57,11.55,363.6,9.84,0.03,3.09,0.04,4.24,0.31,31.0,8.84,883.77
428,Data Analytics Course,148.0,5000.0,224.41,11.0,3.0,0.02,1491.0,2024-11-30,Hyderabad,Mobile,Online Data Analytic,2024,11,30,Saturday,48,74.8,1.52,20.4,497.0,6.64,0.03,2.96,0.02,2.03,0.27,27.0,5.64,564.41
429,Data Analytics Course,88.0,3804.0,249.2,10.0,8.0,0.09,1044.0,2024-09-11,Hyderabad,Tablet,Data Analytics Training,2024,9,11,Wednesday,37,31.15,2.83,24.92,130.5,4.19,0.02,2.31,0.09,9.09,0.8,80.0,3.19,318.94
430,Data Analytics Course,142.0,3791.0,207.86,23.0,4.0,0.03,1073.0,2024-11-20,Hyderabad,Tablet,Data Analytics Online,2024,11,20,Wednesday,47,51.96,1.46,9.04,268.25,5.16,0.04,3.75,0.03,2.82,0.17,17.0,4.16,416.21
431,Data Analytics Course,127.0,5198.0,242.56,26.0,6.0,0.05,1872.0,2024-11-16,Hyderabad,Tablet,Learn Data Analytics,2024,11,16,Saturday,46,40.43,1.91,9.33,312.0,7.72,0.02,2.44,0.05,4.72,0.23,23.0,6.72,671.77
432,Data Analytics Course,117.0,5329.0,212.49,14.0,5.0,0.04,1888.0,2024-03-11,Hyderabad,Mobile,Data Analytics Course,2024,3,11,Monday,11,42.5,1.82,15.18,377.6,8.89,0.02,2.2,0.04,4.27,0.36,36.0,7.89,788.51
433,Data Analytics Course,125.0,5435.0,202.65,25.0,5.0,0.04,1767.0,2024-11-23,Hyderabad,Desktop,Online Data Analytic,2024,11,23,Saturday,47,40.53,1.62,8.11,353.4,8.72,0.02,2.3,0.04,4.0,0.2,20.0,7.72,771.95
434,Data Analytics Course,92.0,4977.0,209.78,26.0,3.0,0.03,1834.0,2024-12-11,Hyderabad,Tablet,Learn Data Analytics,2024,12,11,Wednesday,50,69.93,2.28,8.07,611.33,8.74,0.02,1.85,0.03,3.26,0.12,12.0,7.74,774.25
435,Data Analytics Course,112.0,3850.0,233.52,14.0,8.0,0.07,1760.0,2024-11-22,Hyderabad,Desktop,Data Analytics Course,2024,11,22,Friday,47,29.19,2.08,16.68,220.0,7.54,0.03,2.91,0.07,7.14,0.57,57.0,6.54,653.68
436,Data Analytics Course,144.0,5976.0,197.65,13.0,9.0,0.06,1743.0,2024-11-22,Hyderabad,Mobile,Data Analytics Course,2024,11,22,Friday,47,21.96,1.37,15.2,193.67,8.82,0.02,2.41,0.06,6.25,0.69,69.0,7.82,781.86
437,Data Analytics Course,103.0,4693.0,218.67,14.0,10.0,0.1,1390.0,2024-09-11,Hyderabad,Mobile,Learn Data Analytics,2024,9,11,Wednesday,37,21.87,2.12,15.62,139.0,6.36,0.02,2.19,0.1,9.71,0.71,71.0,5.36,535.66
438,Data Analytics Course,117.0,4367.0,233.27,24.0,3.0,0.03,1238.0,2024-11-24,Hyderabad,Tablet,Learn Data Analytics,2024,11,24,Sunday,47,77.76,1.99,9.72,412.67,5.31,0.03,2.68,0.03,2.56,0.12,12.0,4.31,430.72
439,Data Analytics Course,100.0,5481.0,180.72,14.0,7.0,0.07,1185.0,2024-02-11,Hyderabad,Desktop,Analytics For Data,2024,2,11,Sunday,6,25.82,1.81,12.91,169.29,6.56,0.02,1.82,0.07,7.0,0.5,50.0,5.56,555.71
440,Data Analytics Course,179.0,4109.0,191.84,19.0,4.0,0.02,1961.0,2024-11-02,Hyderabad,Tablet,Online Data Analytic,2024,11,2,Saturday,44,47.96,1.07,10.1,490.25,10.22,0.04,4.36,0.02,2.23,0.21,21.0,9.22,922.21
441,Data Analytics Course,180.0,3887.0,186.26,18.0,6.0,0.03,1048.0,2024-11-05,Hyderabad,Desktop,Data Analytics Course,2024,11,5,Tuesday,45,31.04,1.03,10.35,174.67,5.63,0.05,4.63,0.03,3.33,0.33,33.0,4.63,462.65
442,Data Analytics Course,146.0,4633.0,186.07,26.0,3.0,0.02,1053.0,2024-11-25,Hyderabad,Desktop,Data Analytics Training,2024,11,25,Monday,48,62.02,1.27,7.16,351.0,5.66,0.03,3.15,0.02,2.05,0.12,12.0,4.66,465.92
443,Data Analytics Course,124.0,5353.0,239.69,13.0,4.0,0.03,1493.0,2024-11-19,Hyderabad,Desktop,Learn Data Analytics,2024,11,19,Tuesday,47,59.92,1.93,18.44,373.25,6.23,0.02,2.32,0.03,3.23,0.31,31.0,5.23,522.89
444,Data Analytics Course,169.0,5380.0,199.66,27.0,6.0,0.04,1059.0,2024-03-11,Hyderabad,Desktop,Data Analytics Training,2024,3,11,Monday,11,33.28,1.18,7.39,176.5,5.3,0.03,3.14,0.04,3.55,0.22,22.0,4.3,430.4
445,Data Analytics Course,91.0,5104.0,211.85,29.0,9.0,0.1,1309.0,2024-11-16,Hyderabad,Tablet,Data Analytics Course,2024,11,16,Saturday,46,23.54,2.33,7.31,145.44,6.18,0.02,1.78,0.1,9.89,0.31,31.0,5.18,517.89
446,Data Analytics Course,145.0,4523.28,236.03,24.0,8.0,0.06,1220.0,2024-11-17,Hyderabad,Desktop,Online Data Analytic,2024,11,17,Sunday,46,29.5,1.63,9.83,152.5,5.17,0.03,3.21,0.06,5.52,0.33,33.0,4.17,416.88
447,Data Analytics Course,115.0,4345.0,229.71,15.0,4.0,0.03,1467.0,2024-11-26,Hyderabad,Mobile,Data Analytics Course,2024,11,26,Tuesday,48,57.43,2.0,15.31,366.75,6.39,0.03,2.65,0.03,3.48,0.27,27.0,5.39,538.63
448,Data Analytics Course,123.0,3527.0,239.31,21.0,3.0,0.02,1536.0,2024-11-04,Hyderabad,Tablet,Analytics For Data,2024,11,4,Monday,45,79.77,1.95,11.4,512.0,6.42,0.03,3.49,0.02,2.44,0.14,14.0,5.42,541.85
449,Data Analytics Course,101.0,3330.0,209.8,19.0,10.0,0.1,1296.0,2024-11-14,Hyderabad,Mobile,Data Analytics Training,2024,11,14,Thursday,46,20.98,2.08,11.04,129.6,6.18,0.03,3.03,0.1,9.9,0.53,53.0,5.18,517.73
450,Data Analytics Course,141.0,3913.0,245.32,21.0,3.0,0.02,1904.0,2024-11-15,Hyderabad,Desktop,Analytics For Data,2024,11,15,Friday,46,81.77,1.74,11.68,634.67,7.76,0.04,3.6,0.02,2.13,0.14,14.0,6.76,676.13
451,Data Analytics Course,160.0,4597.0,211.88,21.0,4.0,0.02,1498.65,2024-11-21,Hyderabad,Desktop,Data Analytics Training,2024,11,21,Thursday,47,52.97,1.32,10.09,374.66,7.07,0.03,3.48,0.02,2.5,0.19,19.0,6.07,607.31
452,Data Analytics Course,105.0,3008.0,206.91,21.0,4.0,0.04,1009.0,2024-10-11,Hyderabad,Desktop,Online Data Analytic,2024,10,11,Friday,41,51.73,1.97,9.85,252.25,4.88,0.03,3.49,0.04,3.81,0.19,19.0,3.88,387.65
453,Data Analytics Course,178.0,5318.0,207.05,18.0,4.0,0.02,1421.0,2024-11-20,Hyderabad,Desktop,Data Analytics Online,2024,11,20,Wednesday,47,51.76,1.16,11.5,355.25,6.86,0.03,3.35,0.02,2.25,0.22,22.0,5.86,586.31
454,Data Analytics Course,189.0,5244.0,242.18,29.0,3.0,0.02,1080.0,2024-07-11,Hyderabad,Mobile,Analytics For Data,2024,7,11,Thursday,28,80.73,1.28,8.35,360.0,4.46,0.04,3.6,0.02,1.59,0.1,10.0,3.46,345.95
455,Data Analytics Course,114.0,4804.0,249.33,14.0,6.0,0.05,1879.0,2024-11-05,Hyderabad,Mobile,Data Analytics Course,2024,11,5,Tuesday,45,41.56,2.19,17.81,313.17,7.54,0.02,2.37,0.05,5.26,0.43,43.0,6.54,653.62
456,Data Analytics Course,160.0,5920.0,201.3,30.0,7.0,0.04,1080.0,2024-11-18,Hyderabad,Tablet,Data Analytics Course,2024,11,18,Monday,47,28.76,1.26,6.71,154.29,5.37,0.03,2.7,0.04,4.38,0.23,23.0,4.37,436.51
457,Data Analytics Course,101.0,5280.0,234.72,18.0,9.0,0.09,1046.0,2024-11-27,Hyderabad,Tablet,Data Analytics Course,2024,11,27,Wednesday,48,26.08,2.32,13.04,116.22,4.46,0.02,1.91,0.09,8.91,0.5,50.0,3.46,345.64
458,Data Analytics Course,146.0,3887.0,206.59,26.0,9.0,0.06,1042.0,2024-11-07,Hyderabad,Desktop,Online Data Analytic,2024,11,7,Thursday,45,22.95,1.42,7.95,115.78,5.04,0.04,3.76,0.06,6.16,0.35,35.0,4.04,404.38
459,Data Analytics Course,128.0,4532.0,183.28,11.0,6.52,0.05,1571.0,2024-11-25,Hyderabad,Desktop,Data Analytics Training,2024,11,25,Monday,48,28.11,1.43,16.66,240.95,8.57,0.03,2.82,0.05,5.09,0.59,59.0,7.57,757.16
460,Data Analytics Course,163.0,4125.0,246.09,27.0,5.0,0.03,1910.0,2024-11-27,Hyderabad,Mobile,Learn Data Analytics,2024,11,27,Wednesday,48,49.22,1.51,9.11,382.0,7.76,0.04,3.95,0.03,3.07,0.19,19.0,6.76,676.14
461,Data Analytics Course,193.0,5571.0,213.5,19.0,8.0,0.04,1754.0,2024-11-28,Hyderabad,Mobile,Analytics For Data,2024,11,28,Thursday,48,26.69,1.11,11.24,219.25,8.22,0.03,3.46,0.04,4.15,0.42,42.0,7.22,721.55
462,Data Analytics Course,179.0,4309.0,237.62,21.0,7.0,0.04,1719.0,2024-11-14,Hyderabad,Mobile,Data Analytics Course,2024,11,14,Thursday,46,33.95,1.33,11.32,245.57,7.23,0.04,4.15,0.04,3.91,0.33,33.0,6.23,623.42
463,Data Analytics Course,86.0,5538.0,223.13,22.0,7.0,0.08,1544.0,2024-11-30,Hyderabad,Tablet,Data Analytics Training,2024,11,30,Saturday,48,31.88,2.59,10.14,220.57,6.92,0.02,1.55,0.08,8.14,0.32,32.0,5.92,591.97
464,Data Analytics Course,92.0,3162.0,202.76,25.0,5.0,0.05,1577.0,2024-11-01,Hyderabad,Mobile,Data Analytics Training,2024,11,1,Friday,44,40.55,2.2,8.11,315.4,7.78,0.03,2.91,0.05,5.43,0.2,20.0,6.78,677.77
465,Data Analytics Course,125.0,5811.0,194.92,14.0,6.52,0.05,1498.65,2024-11-22,Hyderabad,Tablet,Data Analytics Training,2024,11,22,Friday,47,29.9,1.56,13.92,229.85,7.69,0.02,2.15,0.05,5.22,0.47,47.0,6.69,668.85
466,Data Analytics Course,147.0,3112.0,206.74,12.0,8.0,0.05,1815.0,2024-11-18,Hyderabad,Mobile,Data Analytics Course,2024,11,18,Monday,47,25.84,1.41,17.23,226.88,8.78,0.05,4.72,0.05,5.44,0.67,67.0,7.78,777.91
467,Data Analytics Course,143.0,4492.0,188.98,13.0,3.0,0.02,1498.65,2024-09-11,Hyderabad,Mobile,Online Data Analytic,2024,9,11,Wednesday,37,62.99,1.32,14.54,499.55,7.93,0.03,3.18,0.02,2.1,0.23,23.0,6.93,693.02
468,Data Analytics Course,181.0,4523.28,208.33,22.0,8.0,0.04,1932.0,2024-05-11,Hyderabad,Tablet,Online Data Analytic,2024,5,11,Saturday,19,26.04,1.15,9.47,241.5,9.27,0.04,4.0,0.04,4.42,0.36,36.0,8.27,827.37
469,Data Analytics Course,164.0,3872.0,210.53,12.0,5.0,0.03,1532.0,2024-12-11,Hyderabad,Tablet,Data Analytics Online,2024,12,11,Wednesday,50,42.11,1.28,17.54,306.4,7.28,0.04,4.24,0.03,3.05,0.42,42.0,6.28,627.69
470,Data Analytics Course,199.0,4255.0,212.84,14.0,6.0,0.03,1125.0,2024-11-22,Hyderabad,Desktop,Learn Data Analytics,2024,11,22,Friday,47,35.47,1.07,15.2,187.5,5.29,0.05,4.68,0.03,3.02,0.43,43.0,4.29,428.57
471,Data Analytics Course,83.0,4523.28,229.97,12.0,8.0,0.1,2000.0,2024-11-30,Hyderabad,Desktop,Analytics For Data,2024,11,30,Saturday,48,28.75,2.77,19.16,250.0,8.7,0.02,1.83,0.1,9.64,0.67,67.0,7.7,769.68
472,Data Analytics Course,150.0,5619.0,191.89,23.0,6.0,0.04,1735.0,2024-11-19,Hyderabad,Desktop,Data Analytics Training,2024,11,19,Tuesday,47,31.98,1.28,8.34,289.17,9.04,0.03,2.67,0.04,4.0,0.26,26.0,8.04,804.16
473,Data Analytics Course,171.0,5157.0,183.26,24.0,9.0,0.05,1430.0,2024-11-09,Hyderabad,Desktop,Data Analytics Online,2024,11,9,Saturday,45,20.36,1.07,7.64,158.89,7.8,0.03,3.32,0.05,5.26,0.38,38.0,6.8,680.31
474,Data Analytics Course,139.0,4871.0,211.4,25.0,9.0,0.06,1247.0,2024-11-29,Hyderabad,Mobile,Data Analytics Training,2024,11,29,Friday,48,23.49,1.52,8.46,138.56,5.9,0.03,2.85,0.06,6.47,0.36,36.0,4.9,489.88
475,Data Analytics Course,117.0,5863.0,224.69,24.0,10.0,0.09,1580.0,2024-11-16,Hyderabad,Mobile,Data Analytics Online,2024,11,16,Saturday,46,22.47,1.92,9.36,158.0,7.03,0.02,2.0,0.09,8.55,0.42,42.0,6.03,603.19
476,Data Analytics Course,196.0,3205.0,188.82,24.0,8.0,0.04,1837.0,2024-11-24,Hyderabad,Desktop,Data Analytics Course,2024,11,24,Sunday,47,23.6,0.96,7.87,229.62,9.73,0.06,6.12,0.04,4.08,0.33,33.0,8.73,872.88
477,Data Analytics Course,184.0,5463.0,224.58,30.0,6.0,0.03,1565.0,2024-11-26,Hyderabad,Tablet,Data Analytics Training,2024,11,26,Tuesday,48,37.43,1.22,7.49,260.83,6.97,0.03,3.37,0.03,3.26,0.2,20.0,5.97,596.86
478,Data Analytics Course,103.0,5667.0,232.48,26.0,8.0,0.08,1888.0,2024-11-16,Hyderabad,Tablet,Learn Data Analytics,2024,11,16,Saturday,46,29.06,2.26,8.94,236.0,8.12,0.02,1.82,0.08,7.77,0.31,31.0,7.12,712.11
479,Data Analytics Course,120.0,4666.0,180.72,30.0,3.0,0.02,1627.0,2024-11-24,Hyderabad,Mobile,Analytics For Data,2024,11,24,Sunday,47,60.24,1.51,6.02,542.33,9.0,0.03,2.57,0.02,2.5,0.1,10.0,8.0,800.29
480,Data Analytics Course,148.0,3632.0,214.46,28.0,10.0,0.07,1589.0,2024-11-18,Hyderabad,Mobile,Data Analytics Training,2024,11,18,Monday,47,21.45,1.45,7.66,158.9,7.41,0.04,4.07,0.07,6.76,0.36,36.0,6.41,640.93
481,Data Analytics Course,80.0,3834.0,181.22,15.0,3.0,0.04,1270.0,2024-11-22,Hyderabad,Tablet,Learn Data Analytics,2024,11,22,Friday,47,60.41,2.27,12.08,423.33,7.01,0.02,2.09,0.04,3.75,0.2,20.0,6.01,600.81
482,Data Analytics Course,168.0,3934.0,246.09,24.0,6.0,0.04,1592.0,2024-11-24,Hyderabad,Tablet,Data Analytics Online,2024,11,24,Sunday,47,41.02,1.46,10.25,265.33,6.47,0.04,4.27,0.04,3.57,0.25,25.0,5.47,546.92
483,Data Analytics Course,136.0,5724.0,218.37,25.0,10.0,0.07,1268.0,2024-11-18,Hyderabad,Desktop,Data Analytics Course,2024,11,18,Monday,47,21.84,1.61,8.73,126.8,5.81,0.02,2.38,0.07,7.35,0.4,40.0,4.81,480.67
484,Data Analytics Course,86.0,4763.0,243.78,11.0,8.0,0.09,1770.0,2024-11-13,Hyderabad,Mobile,Learn Data Analytics,2024,11,13,Wednesday,46,30.47,2.83,22.16,221.25,7.26,0.02,1.81,0.09,9.3,0.73,73.0,6.26,626.06
485,Data Analytics Course,175.0,3095.0,236.86,22.0,4.0,0.02,1617.0,2024-11-20,Hyderabad,Mobile,Analytics For Data,2024,11,20,Wednesday,47,59.22,1.35,10.77,404.25,6.83,0.06,5.65,0.02,2.29,0.18,18.0,5.83,582.68
486,Data Analytics Course,173.0,5554.0,185.09,22.0,4.0,0.02,1000.0,2024-01-11,Hyderabad,Desktop,Data Analytics Course,2024,1,11,Thursday,2,46.27,1.07,8.41,250.0,5.4,0.03,3.11,0.02,2.31,0.18,18.0,4.4,440.28
487,Data Analytics Course,192.0,3407.0,223.29,29.0,9.0,0.05,1538.0,2024-11-25,Hyderabad,Tablet,Data Analytics Training,2024,11,25,Monday,48,24.81,1.16,7.7,170.89,6.89,0.06,5.64,0.05,4.69,0.31,31.0,5.89,588.79
488,Data Analytics Course,190.0,4465.0,241.38,28.0,5.0,0.03,1910.0,2024-04-11,Hyderabad,Desktop,Analytics For Data,2024,4,11,Thursday,15,48.28,1.27,8.62,382.0,7.91,0.04,4.26,0.03,2.63,0.18,18.0,6.91,691.28
489,Data Analytics Course,161.0,3311.0,221.64,16.0,5.0,0.03,1006.0,2024-11-02,Hyderabad,Tablet,Online Data Analytic,2024,11,2,Saturday,44,44.33,1.38,13.85,201.2,4.54,0.05,4.86,0.03,3.11,0.31,31.0,3.54,353.89
490,Data Analytics Course,197.0,3265.0,200.4,15.0,3.0,0.02,1882.0,2024-11-01,Hyderabad,Mobile,Learn Data Analytics,2024,11,1,Friday,44,66.8,1.02,13.36,627.33,9.39,0.06,6.03,0.02,1.52,0.2,20.0,8.39,839.12
491,Data Analytics Course,80.0,4969.0,210.7,25.0,3.0,0.04,1146.0,2024-05-11,Hyderabad,Tablet,Analytics For Data,2024,5,11,Saturday,19,70.23,2.63,8.43,382.0,5.44,0.02,1.61,0.04,3.75,0.12,12.0,4.44,443.9
492,Data Analytics Course,145.0,5368.0,200.88,14.0,4.0,0.03,1125.0,2024-11-27,Hyderabad,Tablet,Learn Data Analytics,2024,11,27,Wednesday,48,50.22,1.39,14.35,281.25,5.6,0.03,2.7,0.03,2.76,0.29,29.0,4.6,460.04
493,Data Analytics Course,90.0,5851.0,232.94,22.0,8.0,0.09,1421.0,2024-11-28,Hyderabad,Desktop,Learn Data Analytics,2024,11,28,Thursday,48,29.12,2.59,10.59,177.62,6.1,0.02,1.54,0.09,8.89,0.36,36.0,5.1,510.03
494,Data Analytics Course,109.0,4884.0,228.13,11.0,8.0,0.07,1680.0,2024-11-15,Hyderabad,Desktop,Data Analytics Training,2024,11,15,Friday,46,28.52,2.09,20.74,210.0,7.36,0.02,2.23,0.07,7.34,0.73,73.0,6.36,636.42
495,Data Analytics Course,130.0,5719.0,215.09,10.0,5.0,0.04,1208.0,2024-11-23,Hyderabad,Desktop,Analytics For Data,2024,11,23,Saturday,47,43.02,1.65,21.51,241.6,5.62,0.02,2.27,0.04,3.85,0.5,50.0,4.62,461.63
496,Data Analytics Course,179.0,5828.0,247.84,15.0,4.0,0.02,1127.0,2024-11-14,Hyderabad,Mobile,Analytics For Data,2024,11,14,Thursday,46,61.96,1.38,16.52,281.75,4.55,0.03,3.07,0.02,2.23,0.27,27.0,3.55,354.73
497,Data Analytics Course,181.0,4935.0,239.29,15.0,5.0,0.03,1497.0,2024-11-09,Hyderabad,Desktop,Data Analytics Training,2024,11,9,Saturday,45,47.86,1.32,15.95,299.4,6.26,0.04,3.67,0.03,2.76,0.33,33.0,5.26,525.6
498,Data Analytics Course,188.0,4491.0,201.73,24.0,7.0,0.04,1906.0,2024-11-21,Hyderabad,Mobile,Online Data Analytic,2024,11,21,Thursday,47,28.82,1.07,8.41,272.29,9.45,0.04,4.19,0.04,3.72,0.29,29.0,8.45,844.83
499,Data Analytics Course,139.0,3659.0,189.09,16.0,4.0,0.03,1892.0,2024-11-29,Hyderabad,Desktop,Data Analytics Training,2024,11,29,Friday,48,47.27,1.36,11.82,473.0,10.01,0.04,3.8,0.03,2.88,0.25,25.0,9.01,900.58
500,Data Analytics Course,99.0,4809.0,210.6,24.0,8.0,0.08,1498.65,2024-11-13,Hyderabad,Mobile,Data Analytics Course,2024,11,13,Wednesday,46,26.32,2.13,8.78,187.33,7.12,0.02,2.06,0.08,8.08,0.33,33.0,6.12,611.61
501,Data Analytics Course,95.0,5844.0,211.95,10.0,9.0,0.09,1444.0,2024-08-11,Hyderabad,Tablet,Learn Data Analytics,2024,8,11,Sunday,32,23.55,2.23,21.2,160.44,6.81,0.02,1.63,0.09,9.47,0.9,90.0,5.81,581.29
502,Data Analytics Course,131.0,5559.0,215.09,28.0,5.0,0.04,1604.0,2024-11-29,Hyderabad,Desktop,Analytics For Data,2024,11,29,Friday,48,43.02,1.64,7.68,320.8,7.46,0.02,2.36,0.04,3.82,0.18,18.0,6.46,645.73
503,Data Analytics Course,190.0,4630.0,217.6,27.0,4.0,0.02,1900.0,2024-11-23,Hyderabad,Tablet,Data Analytics Training,2024,11,23,Saturday,47,54.4,1.15,8.06,475.0,8.73,0.04,4.1,0.02,2.11,0.15,15.0,7.73,773.16
504,Data Analytics Course,123.0,3340.0,225.16,23.0,8.0,0.07,1563.0,2024-11-26,Hyderabad,Mobile,Online Data Analytic,2024,11,26,Tuesday,48,28.14,1.83,9.79,195.38,6.94,0.04,3.68,0.07,6.5,0.35,35.0,5.94,594.17
505,Data Analytics Course,97.0,3330.0,182.98,15.0,3.0,0.03,1102.0,2024-11-14,Hyderabad,Tablet,Data Analytics Online,2024,11,14,Thursday,46,60.99,1.89,12.2,367.33,6.02,0.03,2.91,0.03,3.09,0.2,20.0,5.02,502.25
506,Data Analytics Course,164.0,3117.0,198.53,25.0,5.0,0.03,1749.0,2024-11-29,Hyderabad,Mobile,Analytics For Data,2024,11,29,Friday,48,39.71,1.21,7.94,349.8,8.81,0.05,5.26,0.03,3.05,0.2,20.0,7.81,780.98
507,Data Analytics Course,134.0,3562.0,247.59,24.0,10.0,0.07,1295.0,2024-11-01,Hyderabad,Tablet,Analytics For Data,2024,11,1,Friday,44,24.76,1.85,10.32,129.5,5.23,0.04,3.76,0.07,7.46,0.42,42.0,4.23,423.04
508,Data Analytics Course,117.0,5144.0,221.76,23.0,3.0,0.03,1338.0,2024-11-11,Hyderabad,Mobile,Analytics For Data,2024,11,11,Monday,46,73.92,1.9,9.64,446.0,6.03,0.02,2.27,0.03,2.56,0.13,13.0,5.03,503.35
509,Data Analytics Course,168.0,4375.0,215.09,19.0,8.0,0.05,1267.0,2024-06-11,Hyderabad,Mobile,Online Data Analytic,2024,6,11,Tuesday,24,26.89,1.28,11.32,158.38,5.89,0.04,3.84,0.05,4.76,0.42,42.0,4.89,489.06
510,Data Analytics Course,173.0,3328.0,224.17,15.0,10.0,0.06,1904.0,2024-11-28,Hyderabad,Mobile,Online Data Analytic,2024,11,28,Thursday,48,22.42,1.3,14.94,190.4,8.49,0.05,5.2,0.06,5.78,0.67,67.0,7.49,749.36
511,Data Analytics Course,158.0,4336.0,238.29,26.0,9.0,0.06,1245.0,2024-11-30,Hyderabad,Tablet,Online Data Analytic,2024,11,30,Saturday,48,26.48,1.51,9.16,138.33,5.22,0.04,3.64,0.06,5.7,0.35,35.0,4.22,422.47
512,Data Analytics Course,135.0,5063.0,195.58,22.0,6.0,0.04,1498.65,2024-11-29,Hyderabad,Tablet,Learn Data Analytics,2024,11,29,Friday,48,32.6,1.45,8.89,249.78,7.66,0.03,2.67,0.04,4.44,0.27,27.0,6.66,666.26
513,Data Analytics Course,182.0,5993.0,215.09,19.0,3.0,0.02,1254.0,2024-11-19,Hyderabad,Desktop,Data Analytics Training,2024,11,19,Tuesday,47,71.7,1.18,11.32,418.0,5.83,0.03,3.04,0.02,1.65,0.16,16.0,4.83,483.01
514,Data Analytics Course,83.0,3926.0,237.07,22.0,5.0,0.06,1667.0,2024-07-11,Hyderabad,Mobile,Analytics For Data,2024,7,11,Thursday,28,47.41,2.86,10.78,333.4,7.03,0.02,2.11,0.06,6.02,0.23,23.0,6.03,603.17
515,Data Analytics Course,85.0,5570.0,221.73,14.0,7.0,0.08,1292.0,2024-11-29,Hyderabad,Tablet,Data Analytics Online,2024,11,29,Friday,48,31.68,2.61,15.84,184.57,5.83,0.02,1.53,0.08,8.24,0.5,50.0,4.83,482.69
516,Data Analytics Course,98.0,5571.0,208.4,15.0,7.0,0.07,1890.0,2024-11-14,Hyderabad,Desktop,Analytics For Data,2024,11,14,Thursday,46,29.77,2.13,13.89,270.0,9.07,0.02,1.76,0.07,7.14,0.47,47.0,8.07,806.91
517,Data Analytics Course,151.0,5700.0,182.27,13.0,3.0,0.02,1255.0,2024-11-23,Hyderabad,Mobile,Data Analytics Course,2024,11,23,Saturday,47,60.76,1.21,14.02,418.33,6.89,0.03,2.65,0.02,1.99,0.23,23.0,5.89,588.54
518,Data Analytics Course,122.0,4441.0,244.38,25.0,6.0,0.05,1498.65,2024-11-02,Hyderabad,Desktop,Analytics For Data,2024,11,2,Saturday,44,40.73,2.0,9.78,249.78,6.13,0.03,2.75,0.05,4.92,0.24,24.0,5.13,513.25
519,Data Analytics Course,84.0,4646.0,226.32,11.0,7.0,0.08,1596.0,2024-11-30,Hyderabad,Tablet,Analytics For Data,2024,11,30,Saturday,48,32.33,2.69,20.57,228.0,7.05,0.02,1.81,0.08,8.33,0.64,64.0,6.05,605.2
520,Data Analytics Course,127.0,5964.0,182.01,26.0,6.52,0.05,1490.0,2024-11-25,Hyderabad,Desktop,Data Analytics Course,2024,11,25,Monday,48,27.92,1.43,7.0,228.53,8.19,0.02,2.13,0.05,5.13,0.25,25.0,7.19,718.64
521,Data Analytics Course,148.0,4725.0,187.02,25.0,3.0,0.02,1586.0,2024-11-15,Hyderabad,Mobile,Learn Data Analytics,2024,11,15,Friday,46,62.34,1.26,7.48,528.67,8.48,0.03,3.13,0.02,2.03,0.12,12.0,7.48,748.04
522,Data Analytics Course,85.0,4230.0,233.73,18.0,8.0,0.09,1998.0,2024-08-11,Hyderabad,Tablet,Data Analytics Course,2024,8,11,Sunday,32,29.22,2.75,12.98,249.75,8.55,0.02,2.01,0.09,9.41,0.44,44.0,7.55,754.83
